Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Stenstugu Försöksgård;78360;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;momentanvärde, 1 gång/tim;degree celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1961-01-01 00:00:00;1974-05-31 23:59:59;45.0;57.5979;18.4507

Datum;Tid (UTC);Lufttemperatur;Kvalitet;;Tidsutsnitt:
1961-01-01;06:00:00;-0.4;G;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1961-01-01;12:00:00;0.4;G;;Tidsperiod (fr.o.m.) = 1961-01-01 00:00:00 (UTC)
1961-01-01;18:00:00;-0.4;G;;Tidsperiod (t.o.m.) = 1974-05-31 23:59:59 (UTC)
1961-01-02;06:00:00;0.5;G;;Samplingstid = Ej angivet
1961-01-02;12:00:00;1.0;G;;
1961-01-02;18:00:00;1.5;G;;Kvalitetskoderna:
1961-01-03;06:00:00;1.5;G;;Grön (G) = Kontrollerade och godkända värden.
1961-01-03;12:00:00;1.2;G;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1961-01-03;18:00:00;0.5;G;;
1961-01-04;06:00:00;3.1;G;;Orsaker till saknade data:
1961-01-04;12:00:00;3.7;G;;  stationen eller givaren har varit ur funktion.
1961-01-04;18:00:00;2.4;G
1961-01-05;06:00:00;2.2;G
1961-01-05;12:00:00;2.0;G
1961-01-05;18:00:00;1.1;G
1961-01-06;06:00:00;1.2;G
1961-01-06;12:00:00;1.6;G
1961-01-06;18:00:00;-0.4;G
1961-01-07;06:00:00;1.4;G
1961-01-07;12:00:00;2.4;G
1961-01-07;18:00:00;0.8;G
1961-01-08;06:00:00;0.1;G
1961-01-08;12:00:00;0.6;G
1961-01-08;18:00:00;0.2;G
1961-01-09;06:00:00;-2.9;G
1961-01-09;12:00:00;-4.0;G
1961-01-09;18:00:00;-6.3;G
1961-01-10;06:00:00;1.3;G
1961-01-10;12:00:00;1.4;G
1961-01-10;18:00:00;2.2;G
1961-01-11;06:00:00;0.4;G
1961-01-11;12:00:00;0.4;G
1961-01-11;18:00:00;0.1;G
1961-01-12;06:00:00;-1.5;G
1961-01-12;12:00:00;-1.4;G
1961-01-12;18:00:00;-5.0;G
1961-01-13;06:00:00;0.7;G
1961-01-13;12:00:00;2.3;G
1961-01-13;18:00:00;2.5;G
1961-01-14;06:00:00;1.4;G
1961-01-14;12:00:00;2.1;G
1961-01-14;18:00:00;2.5;G
1961-01-15;06:00:00;2.3;G
1961-01-15;12:00:00;3.6;G
1961-01-15;18:00:00;3.3;G
1961-01-16;06:00:00;1.5;G
1961-01-16;12:00:00;0.0;G
1961-01-16;18:00:00;-3.4;G
